1927,"Bamity","Thailand"
1928,"Tres-Zap","Cuba"
1929,"Greenlam","Brazil"
1930,"Stringtough","Iran"
1931,"Konklab","Russia"
1932,"Temp","Poland"
1933,"Fix San","Palestinian Territory"
1934,"Stim","China"
1935,"Biodex","China"
1936,"Kanlam","China"
1937,"Duobam","China"
1938,"Sonsing","Philippines"
1939,"Transcof","Panama"
1940,"Aerified","China"
1941,"Regrant","China"
1942,"Otcom","Vietnam"
1943,"Overhold","China"
1944,"Wrapsafe","France"
1945,"Vagram","Croatia"
1946,"Treeflex","China"
1947,"Asoka","Colombia"
1948,"Stim","China"
1949,"Alpha","Philippines"
1950,"Konklux","Peru"
1951,"Overhold","Indonesia"
1952,"Matsoft","China"
1953,"Y-find","Poland"
1954,"Veribet","Micronesia"
1955,"Latlux","Tunisia"
1956,"Transcof","Indonesia"
1957,"Konklab","Indonesia"
1958,"Zathin","China"
1959,"Bigtax","Philippines"
1960,"Sub-Ex","China"
1961,"Domainer","Egypt"
1962,"Konklab","South Korea"
1963,"Alpha","Chile"
1964,"Flexidy","France"
1965,"Flexidy","Mongolia"
1966,"Tresom","Indonesia"
1967,"Konklab","Peru"
1968,"Zaam-Dox","Indonesia"
1969,"Lotstring","Dominican Republic"
1970,"Subin","Russia"
1971,"Tampflex","Russia"
1972,"Y-Solowarm","Portugal"
1973,"Aerified","Philippines"
1974,"Greenlam","Russia"
1975,"Y-find","Russia"
1976,"Tin","China"
1977,"Holdlamis","Indonesia"
1978,"Opela","China"
1979,"Sub-Ex","Iran"
1980,"Fintone","Japan"
1981,"Gembucket","China"
1982,"Aerified","Netherlands"
1983,"Konklab","China"
1984,"Alpha","China"
1985,"Home Ing","Philippines"
1986,"Pannier","Colombia"
1987,"Fixflex","Malaysia"
1988,"Sub-Ex","South Korea"
1989,"Sonair","Indonesia"
1990,"Andalax","Russia"
1991,"Alpha","Russia"
1992,"Subin","Gambia"
1993,"Flexidy","Colombia"
1994,"Cardify","Japan"
1995,"Tresom","Bulgaria"
1996,"Stringtough","Indonesia"
1997,"Biodex","Russia"
1998,"Regrant","Czech Republic"
1999,"Vagram","China"
2000,"Tin","China"
